month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,debt_ratio,credit_per_year_of_age,term_to_age_ratio,children_income_ratio,risk_score,bad_client_risk_score
1,7000,12,39,male,Secondary special education,Cell phones,0,2,21000,Another,0,0,0.3333333333333333,179.48717948717947,0.3076923076923077,0.0,0.14285714285714285,False
1,19000,6,20,male,Secondary special education,Household appliances,1,2,17000,Another,3,1,1.1176470588235294,950.0,0.3,1.1176470588235294,0.8571428571428571,True
1,29000,12,23,female,Secondary special education,Household appliances,0,2,31000,Another,2,0,0.9354838709677419,1260.8695652173913,0.5217391304347826,0.0,0.6428571428571429,True
1,10000,12,30,male,Secondary special education,Cell phones,1,2,31000,Unmarried,3,1,0.3225806451612903,333.3333333333333,0.4,0.3225806451612903,0.0,False
1,14500,12,25,female,Higher education,Cell phones,0,2,26000,Married,0,1,0.5576923076923077,580.0,0.48,0.0,0.21428571428571427,False
1,32500,24,47,female,Secondary special education,Furniture,0,2,26000,Married,0,1,1.25,691.4893617021277,0.5106382978723404,0.0,0.35714285714285715,False
1,8000,3,23,male,Higher education,Computers,0,2,21000,Another,0,1,0.38095238095238093,347.82608695652175,0.13043478260869565,0.0,0.14285714285714285,False
1,20000,10,25,female,Higher education,Household appliances,0,0,33000,Married,2,1,0.6060606060606061,800.0,0.4,0.0,0.35714285714285715,False
1,26000,6,21,female,Secondary special education,Cell phones,0,0,31000,Another,2,1,0.8387096774193549,1238.095238095238,0.2857142857142857,0.0,0.5,False
1,15000,24,25,female,Secondary special education,Household appliances,1,2,26000,Another,3,0,0.5769230769230769,600.0,0.96,0.5769230769230769,0.35714285714285715,False
1,30000,12,32,female,Secondary special education,Household appliances,1,2,18000,Another,0,1,1.6666666666666667,937.5,0.375,1.6666666666666667,0.7142857142857143,True
1,30500,12,38,male,Secondary special education,Cell phones,1,2,21000,Married,1,1,1.4523809523809523,802.6315789473684,0.3157894736842105,1.4523809523809523,0.35714285714285715,False
1,37000,18,62,female,Secondary special education,Household appliances,1,0,51000,Another,3,0,0.7254901960784313,596.7741935483871,0.2903225806451613,0.7254901960784313,0.6428571428571429,True
1,37000,18,29,male,Higher education,Cosmetics and beauty services,0,0,71000,Married,1,0,0.5211267605633803,1275.8620689655172,0.6206896551724138,0.0,0.35714285714285715,False
1,29500,12,26,male,Higher education,Household appliances,0,2,16000,Another,0,1,1.84375,1134.6153846153845,0.46153846153846156,0.0,0.5714285714285714,True
1,28500,12,22,female,Higher education,Household appliances,0,0,36000,Another,2,1,0.7916666666666666,1295.4545454545455,0.5454545454545454,0.0,0.5,False
1,22000,10,64,male,Secondary special education,Household appliances,0,2,31000,Married,2,1,0.7096774193548387,343.75,0.15625,0.0,0.5,False
1,13000,6,20,male,Higher education,Household appliances,0,2,19000,Married,1,1,0.6842105263157895,650.0,0.3,0.0,0.7142857142857143,True
1,51000,6,56,male,Secondary special education,Household appliances,0,2,21000,Another,1,1,2.4285714285714284,910.7142857142857,0.10714285714285714,0.0,0.35714285714285715,False
1,13500,12,27,female,Incomplete higher education,Cell phones,0,2,21000,Another,1,1,0.6428571428571429,500.0,0.4444444444444444,0.0,0.35714285714285715,False
1,10000,11,42,male,Secondary special education,Household appliances,1,2,21000,Married,0,1,0.47619047619047616,238.0952380952381,0.2619047619047619,0.47619047619047616,0.21428571428571427,False
1,30000,12,49,male,Secondary education,Clothing,1,2,26000,Another,2,0,1.1538461538461537,612.2448979591836,0.24489795918367346,1.1538461538461537,0.5,False
1,28000,18,36,male,Secondary special education,Cell phones,1,2,16000,Another,2,0,1.75,777.7777777777778,0.5,1.75,0.8571428571428571,True
1,14000,10,25,female,Secondary special education,Cell phones,0,2,24000,Another,1,1,0.5833333333333334,560.0,0.4,0.0,0.21428571428571427,False
1,30000,12,24,female,Secondary special education,Computers,1,2,31000,Married,0,0,0.967741935483871,1250.0,0.5,0.967741935483871,0.6428571428571429,True
1,25000,6,30,female,Higher education,Cell phones,1,2,41000,Another,1,0,0.6097560975609756,833.3333333333334,0.2,0.6097560975609756,0.5,False
1,152000,36,48,female,Higher education,Windows & Doors,1,2,56000,Another,2,0,2.7142857142857144,3166.6666666666665,0.75,2.7142857142857144,0.5,False
1,62000,12,62,male,Higher education,Clothing,0,0,41000,Another,3,1,1.5121951219512195,1000.0,0.1935483870967742,0.0,0.5,False
1,18500,6,38,male,Higher education,Clothing,1,2,36000,Another,0,1,0.5138888888888888,486.8421052631579,0.15789473684210525,0.5138888888888888,0.21428571428571427,False
1,9500,10,38,female,Secondary special education,Cell phones,1,2,26000,Another,1,1,0.36538461538461536,250.0,0.2631578947368421,0.36538461538461536,0.0,False
1,24500,12,28,male,Higher education,Cell phones,1,1,26000,Unmarried,0,1,0.9423076923076923,875.0,0.42857142857142855,0.9423076923076923,0.35714285714285715,False
1,26000,10,38,male,Higher education,Household appliances,1,0,51000,Another,3,0,0.5098039215686274,684.2105263157895,0.2631578947368421,0.5098039215686274,0.35714285714285715,False
1,15000,6,24,male,Incomplete higher education,Cell phones,1,2,36000,Another,2,0,0.4166666666666667,625.0,0.25,0.4166666666666667,0.5,False
1,8500,6,75,male,Secondary education,Household appliances,1,2,19000,Married,1,1,0.4473684210526316,113.33333333333333,0.08,0.4473684210526316,0.7142857142857143,True
1,12000,10,58,male,Secondary special education,Household appliances,0,2,21000,Married,2,0,0.5714285714285714,206.89655172413794,0.1724137931034483,0.0,0.35714285714285715,False
1,17500,12,23,male,Incomplete higher education,Cell phones,0,2,16000,Another,0,1,1.09375,760.8695652173913,0.5217391304347826,0.0,0.7142857142857143,True
1,17000,6,42,male,Secondary special education,Household appliances,0,2,22000,Another,1,1,0.7727272727272727,404.76190476190476,0.14285714285714285,0.0,0.35714285714285715,False
1,18000,6,56,female,Secondary education,Cell phones,0,2,36000,Unmarried,1,0,0.5,321.42857142857144,0.10714285714285714,0.0,0.35714285714285715,False
1,15000,6,21,female,Secondary special education,Cell phones,0,2,16000,Another,0,1,0.9375,714.2857142857143,0.2857142857142857,0.0,0.7142857142857143,True
1,10500,6,39,male,Higher education,Household appliances,1,2,21000,Married,1,1,0.5,269.2307692307692,0.15384615384615385,0.5,0.21428571428571427,False
1,23500,18,31,male,Secondary special education,Household appliances,1,2,19000,Another,1,0,1.236842105263158,758.0645161290323,0.5806451612903226,1.236842105263158,0.8571428571428571,True
1,18000,6,27,male,Higher education,Cell phones,0,2,46000,Another,0,0,0.391304347826087,666.6666666666666,0.2222222222222222,0.0,0.14285714285714285,False
1,37500,3,40,female,Higher education,Household appliances,1,0,51000,Another,1,1,0.7352941176470589,937.5,0.075,0.7352941176470589,0.35714285714285715,False
1,23500,11,54,male,Higher education,Fitness,0,2,31000,Another,1,1,0.7580645161290323,435.18518518518516,0.2037037037037037,0.0,0.35714285714285715,False
1,40500,9,45,male,Secondary special education,Cosmetics and beauty services,1,0,31000,Married,2,1,1.3064516129032258,900.0,0.2,1.3064516129032258,0.35714285714285715,False
1,28500,12,23,male,Secondary special education,Household appliances,1,2,18000,Married,1,1,1.5833333333333333,1239.1304347826087,0.5217391304347826,1.5833333333333333,0.8571428571428571,True
1,25500,12,28,male,Higher education,Computers,0,2,26000,Another,0,0,0.9807692307692307,910.7142857142857,0.42857142857142855,0.0,0.5,False
1,11000,3,24,male,Secondary special education,Computers,0,2,26000,Another,2,1,0.4230769230769231,458.3333333333333,0.125,0.0,0.35714285714285715,False
1,16000,8,27,female,Secondary special education,Household appliances,0,2,26000,Unmarried,1,1,0.6153846153846154,592.5925925925926,0.2962962962962963,0.0,0.35714285714285715,False
1,74500,24,30,female,Higher education,Furniture,1,0,51000,Another,0,1,1.4607843137254901,2483.3333333333335,0.8,1.4607843137254901,0.35714285714285715,False
1,24000,12,37,male,Higher education,Household appliances,0,1,41000,Another,1,0,0.5853658536585366,648.6486486486486,0.32432432432432434,0.0,0.35714285714285715,False
1,31000,12,20,male,Incomplete higher education,Household appliances,0,2,26000,Another,0,1,1.1923076923076923,1550.0,0.6,0.0,0.5,False
1,66500,12,48,female,Secondary special education,Cell phones,0,1,111000,Another,0,0,0.5990990990990991,1385.4166666666667,0.25,0.0,0.35714285714285715,False
1,13000,12,28,male,Higher education,Household appliances,1,2,19000,Unmarried,1,1,0.6842105263157895,464.2857142857143,0.42857142857142855,0.6842105263157895,0.7142857142857143,True
1,26500,24,58,female,Higher education,Household appliances,1,0,26000,Another,1,0,1.0192307692307692,456.8965517241379,0.41379310344827586,1.0192307692307692,0.5,False
1,26500,3,40,female,Secondary special education,Household appliances,1,2,51000,Another,0,1,0.5196078431372549,662.5,0.075,0.5196078431372549,0.21428571428571427,False
1,35000,12,28,male,Higher education,Cell phones,1,1,34000,Another,1,1,1.0294117647058822,1250.0,0.42857142857142855,1.0294117647058822,0.35714285714285715,False
1,8500,6,28,male,Secondary special education,Cell phones,0,2,19000,Unmarried,3,0,0.4473684210526316,303.57142857142856,0.21428571428571427,0.0,0.5714285714285714,True
1,21000,18,28,male,Higher education,Furniture,1,2,21000,Another,0,1,1.0,750.0,0.6428571428571429,1.0,0.35714285714285715,False
1,6500,3,66,male,Secondary special education,Household appliances,1,2,19000,Another,2,1,0.34210526315789475,98.48484848484848,0.045454545454545456,0.34210526315789475,0.5,False
1,27000,6,28,male,Secondary special education,Cell phones,0,0,31000,Married,0,1,0.8709677419354839,964.2857142857143,0.21428571428571427,0.0,0.35714285714285715,False
1,8000,12,25,female,Secondary education,Household appliances,0,2,11000,Married,3,1,0.7272727272727273,320.0,0.48,0.0,0.5714285714285714,True
1,43000,18,27,male,Secondary special education,Household appliances,1,2,19000,Another,0,0,2.263157894736842,1592.5925925925926,0.6666666666666666,2.263157894736842,0.8571428571428571,True
1,7000,6,37,male,Secondary special education,Household appliances,1,2,16000,Another,0,0,0.4375,189.1891891891892,0.16216216216216217,0.4375,0.7142857142857143,True
1,15500,10,25,female,Secondary education,Household appliances,0,2,19000,Another,1,1,0.8157894736842105,620.0,0.4,0.0,0.5714285714285714,True
1,15000,6,33,female,Secondary special education,Furniture,1,2,14000,Another,2,0,1.0714285714285714,454.54545454545456,0.18181818181818182,1.0714285714285714,0.8571428571428571,True
1,84500,18,40,male,Secondary special education,Tourism,1,2,61000,Married,1,0,1.3852459016393444,2112.5,0.45,1.3852459016393444,0.5,False
1,22000,9,19,male,Incomplete higher education,Cell phones,0,0,21000,Another,1,1,1.0476190476190477,1157.8947368421052,0.47368421052631576,0.0,0.5,False
1,24000,6,49,male,Higher education,Clothing,0,2,31000,Married,3,1,0.7741935483870968,489.7959183673469,0.12244897959183673,0.0,0.35714285714285715,False
1,9000,6,49,female,Secondary education,Cell phones,0,2,31000,Another,0,1,0.2903225806451613,183.6734693877551,0.12244897959183673,0.0,0.0,False
1,35000,12,42,male,Higher education,Furniture,1,2,11000,Married,0,1,3.1818181818181817,833.3333333333334,0.2857142857142857,3.1818181818181817,0.7142857142857143,True
1,8000,6,24,female,Secondary special education,Cell phones,0,2,16000,Married,1,1,0.5,333.3333333333333,0.25,0.0,0.5714285714285714,True
1,15500,12,21,female,Secondary special education,Cell phones,0,2,51000,Another,0,0,0.30392156862745096,738.0952380952381,0.5714285714285714,0.0,0.2857142857142857,False
1,23500,10,69,male,Higher education,Medical services,0,1,16000,Another,0,1,1.46875,340.57971014492756,0.14492753623188406,0.0,0.7142857142857143,True
1,36000,18,32,male,Higher education,Clothing,0,2,36000,Another,0,1,1.0,1125.0,0.5625,0.0,0.35714285714285715,False
1,34500,12,43,female,Secondary special education,Cell phones,1,2,81000,Unmarried,1,1,0.42592592592592593,802.3255813953489,0.27906976744186046,0.42592592592592593,0.21428571428571427,False
1,5000,10,39,female,Secondary special education,Household appliances,1,2,31000,Married,1,0,0.16129032258064516,128.2051282051282,0.2564102564102564,0.16129032258064516,0.14285714285714285,False
1,9500,4,27,female,Secondary special education,Cell phones,0,2,31000,Married,1,0,0.3064516129032258,351.85185185185185,0.14814814814814814,0.0,0.14285714285714285,False
1,29000,12,29,female,Higher education,Household appliances,0,2,46000,Another,1,1,0.6304347826086957,1000.0,0.41379310344827586,0.0,0.35714285714285715,False
1,17000,12,39,male,Secondary special education,Cell phones,0,2,21000,Married,2,1,0.8095238095238095,435.8974358974359,0.3076923076923077,0.0,0.35714285714285715,False
1,50000,18,23,female,Secondary special education,Household appliances,0,2,21000,Another,0,1,2.380952380952381,2173.913043478261,0.782608695652174,0.0,0.5,False
1,11500,4,37,female,Secondary education,Household appliances,1,2,20000,Another,2,1,0.575,310.81081081081084,0.10810810810810811,0.575,0.5714285714285714,True
1,34500,15,39,male,Higher education,Household appliances,1,2,46000,Married,0,0,0.75,884.6153846153846,0.38461538461538464,0.75,0.5,False
1,12000,10,26,male,Higher education,Household appliances,0,2,26000,Married,1,0,0.46153846153846156,461.53846153846155,0.38461538461538464,0.0,0.35714285714285715,False
1,10500,10,49,female,Secondary special education,Household appliances,0,0,16000,Another,1,1,0.65625,214.28571428571428,0.20408163265306123,0.0,0.5714285714285714,True
1,25000,6,42,female,Secondary special education,Audio & Video,0,0,31000,Another,1,0,0.8064516129032258,595.2380952380952,0.14285714285714285,0.0,0.5,False
1,31000,12,34,female,Higher education,Computers,0,0,71000,Another,2,1,0.43661971830985913,911.7647058823529,0.35294117647058826,0.0,0.21428571428571427,False
1,20500,12,26,female,Secondary special education,Household appliances,0,2,26000,Another,2,1,0.7884615384615384,788.4615384615385,0.46153846153846156,0.0,0.35714285714285715,False
1,6000,3,31,male,Secondary special education,Computers,0,2,26000,Another,1,0,0.23076923076923078,193.5483870967742,0.0967741935483871,0.0,0.14285714285714285,False
1,9000,6,31,male,Secondary special education,Cell phones,1,2,36000,Married,0,1,0.25,290.3225806451613,0.1935483870967742,0.25,0.0,False
1,43000,6,22,male,Incomplete higher education,Clothing,0,0,31000,Another,3,1,1.3870967741935485,1954.5454545454545,0.2727272727272727,0.0,0.5,False
1,8000,12,31,male,Secondary special education,Cell phones,0,2,20000,Another,1,1,0.4,258.06451612903226,0.3870967741935484,0.0,0.21428571428571427,False
1,14000,6,24,female,Incomplete higher education,Computers,0,0,36000,Another,3,1,0.3888888888888889,583.3333333333334,0.25,0.0,0.14285714285714285,False
1,22500,18,42,male,Secondary special education,Furniture,0,2,13000,Another,1,1,1.7307692307692308,535.7142857142857,0.42857142857142855,0.0,0.5714285714285714,True
1,17500,6,35,female,Higher education,Cell phones,0,2,39000,Another,2,1,0.44871794871794873,500.0,0.17142857142857143,0.0,0.21428571428571427,False
1,17500,12,20,male,Secondary special education,Cell phones,0,2,16000,Another,0,1,1.09375,875.0,0.6,0.0,0.7142857142857143,True
1,29500,12,35,female,Secondary education,Cell phones,0,2,26000,Another,0,1,1.1346153846153846,842.8571428571429,0.34285714285714286,0.0,0.35714285714285715,False
1,50000,18,20,male,Secondary special education,Jewelry,0,2,21000,Another,0,1,2.380952380952381,2500.0,0.9,0.0,0.5,False
1,31500,18,22,male,Secondary education,Household appliances,1,2,26000,Married,1,1,1.2115384615384615,1431.8181818181818,0.8181818181818182,1.2115384615384615,0.5,False
1,37000,15,32,male,Higher education,Furniture,1,2,36000,Another,0,1,1.0277777777777777,1156.25,0.46875,1.0277777777777777,0.35714285714285715,False
